UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,AIRCRAFT_TYPE,MONTH
DL,Delta Air Lines Inc.,10540,BED,12264,IAD,622,1
DL,Delta Air Lines Inc.,10540,BED,10397,ATL,622,1
DL,Delta Air Lines Inc.,10540,BED,11697,FLL,622,1
DL,Delta Air Lines Inc.,10540,BED,12197,HPN,622,1
DL,Delta Air Lines Inc.,10540,BED,13232,MDW,622,1
DL,Delta Air Lines Inc.,10540,BED,12478,JFK,622,1
DL,Delta Air Lines Inc.,12892,LAX,14683,SAT,622,1
DL,Delta Air Lines Inc.,12892,LAX,14893,SMF,622,1
DL,Delta Air Lines Inc.,12892,LAX,11618,EWR,622,1
DL,Delta Air Lines Inc.,12892,LAX,11292,DEN,622,1
DL,Delta Air Lines Inc.,12892,LAX,14869,SLC,622,1
DL,Delta Air Lines Inc.,12892,LAX,13796,OAK,622,1
DL,Delta Air Lines Inc.,12892,LAX,10559,BFI,622,1
DL,Delta Air Lines Inc.,12892,LAX,13487,MSP,622,1
DL,Delta Air Lines Inc.,12892,LAX,13244,MEM,622,1
DL,Delta Air Lines Inc.,12892,LAX,12339,IND,622,1
DL,Delta Air Lines Inc.,12892,LAX,11259,DAL,622,1
DL,Delta Air Lines Inc.,12892,LAX,13495,MSY,622,1
DL,Delta Air Lines Inc.,12892,LAX,12264,IAD,622,1
DL,Delta Air Lines Inc.,12892,LAX,10397,ATL,622,1
DL,Delta Air Lines Inc.,12892,LAX,14831,SJC,622,1
DL,Delta Air Lines Inc.,12892,LAX,14107,PHX,622,1
DL,Delta Air Lines Inc.,12892,LAX,14771,SFO,622,1
DL,Delta Air Lines Inc.,12892,LAX,14908,SNA,622,1
DL,Delta Air Lines Inc.,12892,LAX,13204,MCO,622,1
DL,Delta Air Lines Inc.,12892,LAX,13851,OKC,622,1
DL,Delta Air Lines Inc.,11697,FLL,11066,CMH,622,1
DL,Delta Air Lines Inc.,11697,FLL,15304,TPA,622,1
DL,Delta Air Lines Inc.,11697,FLL,11259,DAL,622,1
DL,Delta Air Lines Inc.,12197,HPN,11042,CLE,622,1
DL,Delta Air Lines Inc.,12197,HPN,11066,CMH,622,1
DL,Delta Air Lines Inc.,12197,HPN,11618,EWR,622,1
DL,Delta Air Lines Inc.,12197,HPN,12889,LAS,622,1
DL,Delta Air Lines Inc.,12197,HPN,14492,RDU,622,1
DL,Delta Air Lines Inc.,12197,HPN,14100,PHL,622,1
DL,Delta Air Lines Inc.,12197,HPN,10397,ATL,622,1
DL,Delta Air Lines Inc.,12197,HPN,10721,BOS,622,1
DL,Delta Air Lines Inc.,10721,BOS,11618,EWR,622,1
DL,Delta Air Lines Inc.,10721,BOS,13487,MSP,622,1
DL,Delta Air Lines Inc.,10721,BOS,11057,CLT,622,1
DL,Delta Air Lines Inc.,10721,BOS,12339,IND,622,1
DL,Delta Air Lines Inc.,10721,BOS,14100,PHL,622,1
DL,Delta Air Lines Inc.,10721,BOS,12264,IAD,622,1
DL,Delta Air Lines Inc.,10721,BOS,10397,ATL,622,1
DL,Delta Air Lines Inc.,10721,BOS,12197,HPN,622,1
DL,Delta Air Lines Inc.,10721,BOS,13232,MDW,622,1
DL,Delta Air Lines Inc.,14831,SJC,15304,TPA,622,1
DL,Delta Air Lines Inc.,14831,SJC,14100,PHL,622,1
DL,Delta Air Lines Inc.,14831,SJC,12892,LAX,622,1
DL,Delta Air Lines Inc.,14107,PHX,13303,MIA,622,1
DL,Delta Air Lines Inc.,14107,PHX,14683,SAT,622,1
DL,Delta Air Lines Inc.,14107,PHX,11292,DEN,622,1
DL,Delta Air Lines Inc.,14107,PHX,14869,SLC,622,1
DL,Delta Air Lines Inc.,14107,PHX,12889,LAS,622,1
DL,Delta Air Lines Inc.,14107,PHX,13487,MSP,622,1
DL,Delta Air Lines Inc.,14107,PHX,13495,MSY,622,1
DL,Delta Air Lines Inc.,14107,PHX,12892,LAX,622,1
DL,Delta Air Lines Inc.,14771,SFO,11292,DEN,622,1
DL,Delta Air Lines Inc.,14771,SFO,14869,SLC,622,1
DL,Delta Air Lines Inc.,14771,SFO,13487,MSP,622,1
DL,Delta Air Lines Inc.,14771,SFO,14057,PDX,622,1
DL,Delta Air Lines Inc.,14771,SFO,13244,MEM,622,1
DL,Delta Air Lines Inc.,14771,SFO,11259,DAL,622,1
DL,Delta Air Lines Inc.,14771,SFO,12191,HOU,622,1
DL,Delta Air Lines Inc.,14771,SFO,12892,LAX,622,1
DL,Delta Air Lines Inc.,14771,SFO,14107,PHX,622,1
DL,Delta Air Lines Inc.,13232,MDW,11042,CLE,622,1
DL,Delta Air Lines Inc.,13232,MDW,11433,DTW,622,1
DL,Delta Air Lines Inc.,13232,MDW,11618,EWR,622,1
DL,Delta Air Lines Inc.,13232,MDW,11292,DEN,622,1
DL,Delta Air Lines Inc.,13232,MDW,13487,MSP,622,1
DL,Delta Air Lines Inc.,13232,MDW,10397,ATL,622,1
DL,Delta Air Lines Inc.,13232,MDW,12892,LAX,622,1
DL,Delta Air Lines Inc.,13232,MDW,13204,MCO,622,1
DL,Delta Air Lines Inc.,13232,MDW,13851,OKC,622,1
DL,Delta Air Lines Inc.,14908,SNA,13487,MSP,622,1
DL,Delta Air Lines Inc.,14908,SNA,14100,PHL,622,1
DL,Delta Air Lines Inc.,14908,SNA,12892,LAX,622,1
DL,Delta Air Lines Inc.,14908,SNA,10721,BOS,622,1
DL,Delta Air Lines Inc.,14908,SNA,14771,SFO,622,1
DL,Delta Air Lines Inc.,12478,JFK,11042,CLE,622,1
DL,Delta Air Lines Inc.,12478,JFK,11066,CMH,622,1
DL,Delta Air Lines Inc.,12478,JFK,13487,MSP,622,1
DL,Delta Air Lines Inc.,12478,JFK,11057,CLT,622,1
DL,Delta Air Lines Inc.,12478,JFK,12339,IND,622,1
DL,Delta Air Lines Inc.,12478,JFK,14100,PHL,622,1
DL,Delta Air Lines Inc.,12478,JFK,12264,IAD,622,1
DL,Delta Air Lines Inc.,12478,JFK,13851,OKC,622,1
DL,Delta Air Lines Inc.,13204,MCO,11433,DTW,622,1
DL,Delta Air Lines Inc.,13204,MCO,13303,MIA,622,1
DL,Delta Air Lines Inc.,13204,MCO,11618,EWR,622,1
DL,Delta Air Lines Inc.,13204,MCO,14492,RDU,622,1
DL,Delta Air Lines Inc.,13204,MCO,14100,PHL,622,1
DL,Delta Air Lines Inc.,13204,MCO,12264,IAD,622,1
DL,Delta Air Lines Inc.,13204,MCO,11697,FLL,622,1
DL,Delta Air Lines Inc.,13204,MCO,12197,HPN,622,1
DL,Delta Air Lines Inc.,13204,MCO,10721,BOS,622,1
DL,Delta Air Lines Inc.,13204,MCO,13232,MDW,622,1
DL,Delta Air Lines Inc.,13204,MCO,13851,OKC,622,1
DL,Delta Air Lines Inc.,13851,OKC,11042,CLE,622,1
DL,Delta Air Lines Inc.,13851,OKC,11292,DEN,622,1
DL,Delta Air Lines Inc.,13851,OKC,13487,MSP,622,1
DL,Delta Air Lines Inc.,13851,OKC,11259,DAL,622,1
DL,Delta Air Lines Inc.,13851,OKC,12191,HOU,622,1
DL,Delta Air Lines Inc.,13851,OKC,12264,IAD,622,1
DL,Delta Air Lines Inc.,13851,OKC,12892,LAX,622,1
DL,Delta Air Lines Inc.,13851,OKC,14831,SJC,622,1
DL,Delta Air Lines Inc.,13851,OKC,14771,SFO,622,1
DL,Delta Air Lines Inc.,11433,DTW,13303,MIA,608,1
DL,Delta Air Lines Inc.,11433,DTW,11618,EWR,608,1
DL,Delta Air Lines Inc.,11433,DTW,14696,SBN,608,1
DL,Delta Air Lines Inc.,11433,DTW,14711,SCE,608,1
DL,Delta Air Lines Inc.,11433,DTW,13485,MSN,608,1
DL,Delta Air Lines Inc.,11433,DTW,12339,IND,608,1
DL,Delta Air Lines Inc.,11433,DTW,14492,RDU,608,1
DL,Delta Air Lines Inc.,11433,DTW,12884,LAN,608,1
DL,Delta Air Lines Inc.,13303,MIA,11433,DTW,608,1
DL,Delta Air Lines Inc.,13303,MIA,14492,RDU,608,1
DL,Delta Air Lines Inc.,13303,MIA,10397,ATL,608,1
DL,Delta Air Lines Inc.,13303,MIA,10216,AHN,608,1
DL,Delta Air Lines Inc.,13029,LNK,13485,MSN,608,1
DL,Delta Air Lines Inc.,11067,CMI,11433,DTW,608,1
DL,Delta Air Lines Inc.,15412,TYS,11433,DTW,608,1
DL,Delta Air Lines Inc.,15412,TYS,10781,BTR,608,1
DL,Delta Air Lines Inc.,15412,TYS,11953,GNV,608,1
DL,Delta Air Lines Inc.,15412,TYS,10397,ATL,608,1
DL,Delta Air Lines Inc.,15412,TYS,10216,AHN,608,1
DL,Delta Air Lines Inc.,15412,TYS,10423,AUS,608,1
DL,Delta Air Lines Inc.,15412,TYS,15919,XNA,608,1
DL,Delta Air Lines Inc.,11066,CMH,11433,DTW,608,1
DL,Delta Air Lines Inc.,11066,CMH,12884,LAN,608,1
DL,Delta Air Lines Inc.,11618,EWR,12884,LAN,608,1
DL,Delta Air Lines Inc.,10868,CAE,11953,GNV,608,1
DL,Delta Air Lines Inc.,10868,CAE,10693,BNA,608,1
DL,Delta Air Lines Inc.,10868,CAE,10397,ATL,608,1
DL,Delta Air Lines Inc.,10216,AHN,15412,TYS,608,1
DL,Delta Air Lines Inc.,10216,AHN,12339,IND,608,1
DL,Delta Air Lines Inc.,10216,AHN,10693,BNA,608,1
DL,Delta Air Lines Inc.,10216,AHN,10397,ATL,608,1
DL,Delta Air Lines Inc.,11150,CSG,11953,GNV,608,1
DL,Delta Air Lines Inc.,11150,CSG,10397,ATL,608,1
DL,Delta Air Lines Inc.,11953,GNV,11150,CSG,608,1
DL,Delta Air Lines Inc.,11953,GNV,15153,TCL,608,1
DL,Delta Air Lines Inc.,11953,GNV,11049,CLL,608,1
DL,Delta Air Lines Inc.,11953,GNV,12945,LEX,608,1
DL,Delta Air Lines Inc.,11953,GNV,10693,BNA,608,1
DL,Delta Air Lines Inc.,11953,GNV,10397,ATL,608,1
DL,Delta Air Lines Inc.,11953,GNV,15374,TUP,608,1
DL,Delta Air Lines Inc.,14696,SBN,11433,DTW,608,1
DL,Delta Air Lines Inc.,14696,SBN,14492,RDU,608,1
DL,Delta Air Lines Inc.,14696,SBN,10397,ATL,608,1
DL,Delta Air Lines Inc.,10781,BTR,15412,TYS,608,1
DL,Delta Air Lines Inc.,10781,BTR,10693,BNA,608,1
DL,Delta Air Lines Inc.,10781,BTR,10397,ATL,608,1
DL,Delta Air Lines Inc.,12451,JAX,12339,IND,608,1
DL,Delta Air Lines Inc.,12451,JAX,10397,ATL,608,1
DL,Delta Air Lines Inc.,10821,BWI,10397,ATL,608,1
DL,Delta Air Lines Inc.,10990,CHO,11066,CMH,608,1
DL,Delta Air Lines Inc.,10990,CHO,14492,RDU,608,1
DL,Delta Air Lines Inc.,13487,MSP,13485,MSN,608,1
DL,Delta Air Lines Inc.,13485,MSN,11433,DTW,608,1
DL,Delta Air Lines Inc.,13485,MSN,10990,CHO,608,1
DL,Delta Air Lines Inc.,13485,MSN,14711,SCE,608,1
DL,Delta Air Lines Inc.,13485,MSN,12884,LAN,608,1
DL,Delta Air Lines Inc.,13485,MSN,10397,ATL,608,1
DL,Delta Air Lines Inc.,14711,SCE,13487,MSP,608,1
DL,Delta Air Lines Inc.,14711,SCE,13485,MSN,608,1
DL,Delta Air Lines Inc.,15153,TCL,11953,GNV,608,1
DL,Delta Air Lines Inc.,15153,TCL,10397,ATL,608,1
DL,Delta Air Lines Inc.,12339,IND,11433,DTW,608,1
DL,Delta Air Lines Inc.,12339,IND,12451,JAX,608,1
DL,Delta Air Lines Inc.,12339,IND,10397,ATL,608,1
DL,Delta Air Lines Inc.,12878,LAF,13485,MSN,608,1
DL,Delta Air Lines Inc.,11049,CLL,10781,BTR,608,1
DL,Delta Air Lines Inc.,11049,CLL,11953,GNV,608,1
DL,Delta Air Lines Inc.,14492,RDU,11433,DTW,608,1
DL,Delta Air Lines Inc.,14492,RDU,13303,MIA,608,1
DL,Delta Air Lines Inc.,14492,RDU,10990,CHO,608,1
DL,Delta Air Lines Inc.,14492,RDU,14696,SBN,608,1
DL,Delta Air Lines Inc.,14492,RDU,14574,ROA,608,1
DL,Delta Air Lines Inc.,14492,RDU,15249,TLH,608,1
DL,Delta Air Lines Inc.,14492,RDU,10397,ATL,608,1
DL,Delta Air Lines Inc.,14492,RDU,14730,SDF,608,1
DL,Delta Air Lines Inc.,14574,ROA,12878,LAF,608,1
DL,Delta Air Lines Inc.,14574,ROA,14492,RDU,608,1
DL,Delta Air Lines Inc.,12884,LAN,11433,DTW,608,1
DL,Delta Air Lines Inc.,12884,LAN,11067,CMI,608,1
DL,Delta Air Lines Inc.,12884,LAN,11066,CMH,608,1
DL,Delta Air Lines Inc.,12884,LAN,10821,BWI,608,1
DL,Delta Air Lines Inc.,12884,LAN,13485,MSN,608,1
DL,Delta Air Lines Inc.,12945,LEX,11953,GNV,608,1
DL,Delta Air Lines Inc.,12945,LEX,10397,ATL,608,1
DL,Delta Air Lines Inc.,10693,BNA,11433,DTW,608,1
DL,Delta Air Lines Inc.,10693,BNA,10868,CAE,608,1
DL,Delta Air Lines Inc.,10693,BNA,10781,BTR,608,1
DL,Delta Air Lines Inc.,10693,BNA,11953,GNV,608,1
DL,Delta Air Lines Inc.,10693,BNA,12007,GTR,608,1
DL,Delta Air Lines Inc.,10693,BNA,10397,ATL,608,1
DL,Delta Air Lines Inc.,10693,BNA,10216,AHN,608,1
DL,Delta Air Lines Inc.,15249,TLH,10397,ATL,608,1
DL,Delta Air Lines Inc.,10397,ATL,11433,DTW,608,1
DL,Delta Air Lines Inc.,10397,ATL,13303,MIA,608,1
DL,Delta Air Lines Inc.,10397,ATL,13029,LNK,608,1
DL,Delta Air Lines Inc.,10397,ATL,15412,TYS,608,1
DL,Delta Air Lines Inc.,10397,ATL,10868,CAE,608,1
DL,Delta Air Lines Inc.,10397,ATL,10781,BTR,608,1
DL,Delta Air Lines Inc.,10397,ATL,12451,JAX,608,1
DL,Delta Air Lines Inc.,10397,ATL,11953,GNV,608,1
DL,Delta Air Lines Inc.,10397,ATL,14696,SBN,608,1
DL,Delta Air Lines Inc.,10397,ATL,15153,TCL,608,1
DL,Delta Air Lines Inc.,10397,ATL,12007,GTR,608,1
DL,Delta Air Lines Inc.,10397,ATL,11049,CLL,608,1
DL,Delta Air Lines Inc.,10397,ATL,14492,RDU,608,1
DL,Delta Air Lines Inc.,10397,ATL,14574,ROA,608,1
DL,Delta Air Lines Inc.,10397,ATL,12884,LAN,608,1
DL,Delta Air Lines Inc.,10397,ATL,10693,BNA,608,1
DL,Delta Air Lines Inc.,10397,ATL,10216,AHN,608,1
DL,Delta Air Lines Inc.,10397,ATL,14730,SDF,608,1
DL,Delta Air Lines Inc.,10397,ATL,15919,XNA,608,1
DL,Delta Air Lines Inc.,10397,ATL,15374,TUP,608,1
DL,Delta Air Lines Inc.,12007,GTR,11150,CSG,608,1
DL,Delta Air Lines Inc.,12007,GTR,10693,BNA,608,1
DL,Delta Air Lines Inc.,10423,AUS,15412,TYS,608,1
DL,Delta Air Lines Inc.,14730,SDF,14492,RDU,608,1
DL,Delta Air Lines Inc.,14730,SDF,10397,ATL,608,1
DL,Delta Air Lines Inc.,15919,XNA,15412,TYS,608,1
DL,Delta Air Lines Inc.,15919,XNA,10397,ATL,608,1
DL,Delta Air Lines Inc.,15374,TUP,15412,TYS,608,1
DL,Delta Air Lines Inc.,15374,TUP,10397,ATL,608,1
DL,Delta Air Lines Inc.,11433,DTW,10721,BOS,888,1
DL,Delta Air Lines Inc.,13930,ORD,10397,ATL,888,1
DL,Delta Air Lines Inc.,10185,AEX,11433,DTW,888,1
DL,Delta Air Lines Inc.,10185,AEX,10821,BWI,888,1
DL,Delta Air Lines Inc.,13244,MEM,11433,DTW,888,1
DL,Delta Air Lines Inc.,10693,BNA,10397,ATL,888,1
DL,Delta Air Lines Inc.,10397,ATL,10185,AEX,888,1
DL,Delta Air Lines Inc.,10397,ATL,10693,BNA,888,1
DL,Delta Air Lines Inc.,10397,ATL,13851,OKC,888,1
DL,Delta Air Lines Inc.,10721,BOS,13244,MEM,888,1
DL,Delta Air Lines Inc.,12478,JFK,11433,DTW,888,1
DL,Delta Air Lines Inc.,12478,JFK,13487,MSP,888,1
DL,Delta Air Lines Inc.,13851,OKC,13930,ORD,888,1
DL,Delta Air Lines Inc.,11433,DTW,11067,CMI,698,1
DL,Delta Air Lines Inc.,11433,DTW,14492,RDU,698,1
DL,Delta Air Lines Inc.,11433,DTW,12884,LAN,698,1
DL,Delta Air Lines Inc.,10185,AEX,11433,DTW,698,1
DL,Delta Air Lines Inc.,10185,AEX,14492,RDU,698,1
DL,Delta Air Lines Inc.,10185,AEX,12478,JFK,698,1
DL,Delta Air Lines Inc.,13029,LNK,10397,ATL,698,1
DL,Delta Air Lines Inc.,11067,CMI,12884,LAN,698,1
DL,Delta Air Lines Inc.,14696,SBN,14492,RDU,698,1
DL,Delta Air Lines Inc.,14696,SBN,12478,JFK,698,1
DL,Delta Air Lines Inc.,10821,BWI,13487,MSP,698,1
DL,Delta Air Lines Inc.,10821,BWI,13485,MSN,698,1
DL,Delta Air Lines Inc.,13487,MSP,10821,BWI,698,1
DL,Delta Air Lines Inc.,13487,MSP,13485,MSN,698,1
DL,Delta Air Lines Inc.,13485,MSN,13029,LNK,698,1
DL,Delta Air Lines Inc.,13485,MSN,10821,BWI,698,1
DL,Delta Air Lines Inc.,13485,MSN,13487,MSP,698,1
DL,Delta Air Lines Inc.,14711,SCE,11433,DTW,698,1
DL,Delta Air Lines Inc.,14492,RDU,14696,SBN,698,1
DL,Delta Air Lines Inc.,14492,RDU,15249,TLH,698,1
DL,Delta Air Lines Inc.,14492,RDU,14730,SDF,698,1
DL,Delta Air Lines Inc.,12884,LAN,11433,DTW,698,1
DL,Delta Air Lines Inc.,12884,LAN,14711,SCE,698,1
DL,Delta Air Lines Inc.,15249,TLH,14492,RDU,698,1
DL,Delta Air Lines Inc.,14908,SNA,13487,MSP,698,1
DL,Delta Air Lines Inc.,12478,JFK,14492,RDU,698,1
DL,Delta Air Lines Inc.,14730,SDF,11433,DTW,698,1
DL,Delta Air Lines Inc.,14730,SDF,14492,RDU,698,1
DL,Delta Air Lines Inc.,10185,AEX,10721,BOS,694,1
DL,Delta Air Lines Inc.,10397,ATL,10721,BOS,694,1
DL,Delta Air Lines Inc.,12478,JFK,10397,ATL,694,1
DL,Delta Air Lines Inc.,11433,DTW,12478,JFK,699,1
DL,Delta Air Lines Inc.,10185,AEX,10397,ATL,699,1
DL,Delta Air Lines Inc.,13487,MSP,12892,LAX,699,1
DL,Delta Air Lines Inc.,12892,LAX,13487,MSP,699,1
DL,Delta Air Lines Inc.,11193,CVG,10397,ATL,687,1
DL,Delta Air Lines Inc.,11193,CVG,13198,MCI,687,1
DL,Delta Air Lines Inc.,13487,MSP,12339,IND,687,1
DL,Delta Air Lines Inc.,12339,IND,10599,BHM,687,1
DL,Delta Air Lines Inc.,12339,IND,10397,ATL,687,1
DL,Delta Air Lines Inc.,10599,BHM,13487,MSP,687,1
DL,Delta Air Lines Inc.,10599,BHM,12339,IND,687,1
DL,Delta Air Lines Inc.,10599,BHM,10397,ATL,687,1
DL,Delta Air Lines Inc.,10397,ATL,11193,CVG,687,1
DL,Delta Air Lines Inc.,10397,ATL,12339,IND,687,1
DL,Delta Air Lines Inc.,10397,ATL,10599,BHM,687,1
DL,Delta Air Lines Inc.,13198,MCI,11193,CVG,687,1
DL,Delta Air Lines Inc.,12478,JFK,13487,MSP,687,1
DL,Delta Air Lines Inc.,11433,DTW,14107,PHX,359,1
DL,Delta Air Lines Inc.,14696,SBN,11433,DTW,359,1
DL,Delta Air Lines Inc.,10397,ATL,12892,LAX,359,1
DL,Delta Air Lines Inc.,14107,PHX,14696,SBN,359,1
DL,Delta Air Lines Inc.,12266,IAH,10693,BNA,624,1
DL,Delta Air Lines Inc.,15304,TPA,11057,CLT,624,1
DL,Delta Air Lines Inc.,11057,CLT,15304,TPA,624,1
DL,Delta Air Lines Inc.,11057,CLT,10397,ATL,624,1
DL,Delta Air Lines Inc.,10693,BNA,12266,IAH,624,1
DL,Delta Air Lines Inc.,10693,BNA,10397,ATL,624,1
DL,Delta Air Lines Inc.,10397,ATL,11057,CLT,624,1
DL,Delta Air Lines Inc.,10397,ATL,10693,BNA,624,1
DL,Delta Air Lines Inc.,11433,DTW,11697,FLL,623,1
DL,Delta Air Lines Inc.,13303,MIA,10397,ATL,623,1
DL,Delta Air Lines Inc.,12945,LEX,10397,ATL,623,1
DL,Delta Air Lines Inc.,10397,ATL,13303,MIA,623,1
DL,Delta Air Lines Inc.,10397,ATL,13204,MCO,623,1
DL,Delta Air Lines Inc.,11697,FLL,11433,DTW,623,1
DL,Delta Air Lines Inc.,13204,MCO,12945,LEX,623,1
DL,Delta Air Lines Inc.,11433,DTW,14747,SEA,696,1
DL,Delta Air Lines Inc.,11433,DTW,10397,ATL,696,1
DL,Delta Air Lines Inc.,15154,TCM,14533,RIV,696,1
DL,Delta Air Lines Inc.,14747,SEA,11433,DTW,696,1
DL,Delta Air Lines Inc.,14747,SEA,15154,TCM,696,1
DL,Delta Air Lines Inc.,10397,ATL,11433,DTW,696,1
DL,Delta Air Lines Inc.,14533,RIV,14747,SEA,696,1
ELL,Ellis Air Taxi Inc.,13564,MXY,11924,GKN,035,1
ELL,Ellis Air Taxi Inc.,11924,GKN,13564,MXY,035,1
ELL,Ellis Air Taxi Inc.,11924,GKN,13574,MYK,035,1
ELL,Ellis Air Taxi Inc.,13574,MYK,11924,GKN,035,1
EM,Empire Airlines Inc.,13264,MFR,14057,PDX,416,1
EM,Empire Airlines Inc.,13264,MFR,15351,TTD,416,1
EM,Empire Airlines Inc.,11884,GEG,16101,YKM,416,1
EM,Empire Airlines Inc.,11884,GEG,13127,LWS,416,1
EM,Empire Airlines Inc.,11884,GEG,14252,PSC,416,1
EM,Empire Airlines Inc.,11884,GEG,11470,EAT,416,1
EM,Empire Airlines Inc.,11884,GEG,12956,LGD,416,1
EM,Empire Airlines Inc.,11884,GEG,14054,PDT,416,1
EM,Empire Airlines Inc.,11603,EUG,14057,PDX,416,1
EM,Empire Airlines Inc.,14747,SEA,10666,BLI,416,1
EM,Empire Airlines Inc.,14747,SEA,11762,FRD,416,1
EM,Empire Airlines Inc.,14747,SEA,11588,ESD,416,1
EM,Empire Airlines Inc.,14747,SEA,11050,CLM,416,1
EM,Empire Airlines Inc.,14057,PDX,13264,MFR,416,1
EM,Empire Airlines Inc.,14057,PDX,14057,PDX,416,1
EM,Empire Airlines Inc.,14057,PDX,14489,RDM,416,1
EM,Empire Airlines Inc.,14057,PDX,13964,OTH,416,1
EM,Empire Airlines Inc.,14057,PDX,14467,RBG,416,1
EM,Empire Airlines Inc.,14057,PDX,13024,LMT,416,1
EM,Empire Airlines Inc.,14057,PDX,13890,ONP,416,1
EM,Empire Airlines Inc.,14057,PDX,16560,OR4,416,1
EM,Empire Airlines Inc.,16101,YKM,11884,GEG,416,1
EM,Empire Airlines Inc.,16101,YKM,14252,PSC,416,1
EM,Empire Airlines Inc.,14489,RDM,14057,PDX,416,1
EM,Empire Airlines Inc.,13127,LWS,11884,GEG,416,1
EM,Empire Airlines Inc.,14252,PSC,11884,GEG,416,1
EM,Empire Airlines Inc.,14252,PSC,13127,LWS,416,1
EM,Empire Airlines Inc.,10666,BLI,14747,SEA,416,1
EM,Empire Airlines Inc.,10666,BLI,11762,FRD,416,1
EM,Empire Airlines Inc.,10140,ABQ,11711,FMN,416,1
EM,Empire Airlines Inc.,10140,ABQ,12018,GUP,416,1
EM,Empire Airlines Inc.,10140,ABQ,11413,DRO,416,1
EM,Empire Airlines Inc.,11050,CLM,14747,SEA,416,1
EM,Empire Airlines Inc.,11198,CVO,14057,PDX,416,1
EM,Empire Airlines Inc.,11470,EAT,11884,GEG,416,1
EM,Empire Airlines Inc.,11470,EAT,16101,YKM,416,1
EM,Empire Airlines Inc.,11470,EAT,13127,LWS,416,1
EM,Empire Airlines Inc.,11555,ENA,10299,ANC,416,1
EM,Empire Airlines Inc.,11588,ESD,10666,BLI,416,1
EM,Empire Airlines Inc.,11711,FMN,10140,ABQ,416,1
EM,Empire Airlines Inc.,11711,FMN,12018,GUP,416,1
EM,Empire Airlines Inc.,11711,FMN,11413,DRO,416,1
EM,Empire Airlines Inc.,11762,FRD,10666,BLI,416,1
EM,Empire Airlines Inc.,11762,FRD,11588,ESD,416,1
EM,Empire Airlines Inc.,12018,GUP,10140,ABQ,416,1
EM,Empire Airlines Inc.,12018,GUP,11711,FMN,416,1
EM,Empire Airlines Inc.,10299,ANC,11555,ENA,416,1
EM,Empire Airlines Inc.,10299,ANC,12184,HOM,416,1
EM,Empire Airlines Inc.,12132,HII,14107,PHX,416,1
EM,Empire Airlines Inc.,12184,HOM,10299,ANC,416,1
EM,Empire Airlines Inc.,14107,PHX,11695,FLG,416,1
EM,Empire Airlines Inc.,14107,PHX,13785,NYL,416,1
EM,Empire Airlines Inc.,14107,PHX,12132,HII,416,1
EM,Empire Airlines Inc.,12956,LGD,13127,LWS,416,1
EM,Empire Airlines Inc.,12956,LGD,14054,PDT,416,1
EM,Empire Airlines Inc.,13024,LMT,14057,PDX,416,1
EM,Empire Airlines Inc.,13024,LMT,14489,RDM,416,1
EM,Empire Airlines Inc.,13540,MVW,14747,SEA,416,1
EM,Empire Airlines Inc.,13785,NYL,14107,PHX,416,1
EM,Empire Airlines Inc.,13890,ONP,11198,CVO,416,1
EM,Empire Airlines Inc.,13964,OTH,14467,RBG,416,1
EM,Empire Airlines Inc.,13964,OTH,14871,SLE,416,1
EM,Empire Airlines Inc.,14054,PDT,11884,GEG,416,1
EM,Empire Airlines Inc.,14054,PDT,12956,LGD,416,1
EM,Empire Airlines Inc.,14467,RBG,13264,MFR,416,1
EM,Empire Airlines Inc.,14467,RBG,11603,EUG,416,1
EM,Empire Airlines Inc.,14467,RBG,14057,PDX,416,1
EM,Empire Airlines Inc.,14871,SLE,14057,PDX,416,1
EM,Empire Airlines Inc.,11413,DRO,10140,ABQ,416,1
EM,Empire Airlines Inc.,11695,FLG,14107,PHX,416,1
EM,Empire Airlines Inc.,13891,ONT,14689,SBA,441,1
EM,Empire Airlines Inc.,14457,RAP,11775,FSD,441,1
EM,Empire Airlines Inc.,14689,SBA,13891,ONT,441,1
EM,Empire Airlines Inc.,14869,SLC,12280,IDA,441,1
EM,Empire Airlines Inc.,13264,MFR,14057,PDX,441,1
EM,Empire Airlines Inc.,11884,GEG,16101,YKM,441,1
EM,Empire Airlines Inc.,14057,PDX,13264,MFR,441,1
EM,Empire Airlines Inc.,16101,YKM,11884,GEG,441,1
EM,Empire Airlines Inc.,12280,IDA,14869,SLC,441,1
EM,Empire Airlines Inc.,14252,PSC,11884,GEG,441,1
EM,Empire Airlines Inc.,12003,GTF,12003,GTF,441,1
EM,Empire Airlines Inc.,12003,GTF,13486,MSO,441,1
EM,Empire Airlines Inc.,12003,GTF,10849,BZN,441,1
EM,Empire Airlines Inc.,13486,MSO,12003,GTF,441,1
EM,Empire Airlines Inc.,10194,AFW,13158,MAF,441,1
EM,Empire Airlines Inc.,10849,BZN,12003,GTF,441,1
EM,Empire Airlines Inc.,10849,BZN,10849,BZN,441,1
EM,Empire Airlines Inc.,11775,FSD,14457,RAP,441,1
EM,Empire Airlines Inc.,11630,FAI,10299,ANC,442,1
EM,Empire Airlines Inc.,14869,SLC,12280,IDA,442,1
EM,Empire Airlines Inc.,12896,LBB,13158,MAF,442,1
